duration,input.bin,input.doc_len,input.document_body,input.document_id,input.document_title,input.index,input.rel,input.topic,input.topic_description,input.topic_query,job,output.relevance,output.relevance.annotations,output.relevance.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,reviewers_rel,reviewers_rel_merged,rel_merged,relevant_count,relevant_score,not_relevant_count,not_relevant_score
56.93333333333333,1,105,"<p>A court in Tashkent sentenced Umida Niyazova, a journalist and human rights worker, to seven years in prison. Amnesty International has called Ms. Niazova a prisoner of conscience. According to local reports, her lawyer was given only 30 minutes warning before the resumption of the trial, in which she was found guilty of smuggling and distributing illegal material. Four days earlier, the authorities had sent a well-known Uzbek doctor, Gulbahor Turayeva, who advocated for patients' rights, to prison for six years. She was arrested in January when the police said she possessed several banned books.</p> <p>ILAN GREENBERG</p>",1844520,World Briefing | Asia: Uzbekistan: Rights Worker Imprisoned,35,0,362,Identify incidents of human smuggling.,human smuggling,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'not_relevant': 9, 'relevant': 6})",15,2,15,0.4982915501332209,"Counter({'not_relevant': 0.6298713242523221, 'relevant': 0.370128675747678})",0.4857142857142857,"Counter({'not_relevant': 0.6, 'relevant': 0.4})",0.0,0.0,0.0,6,0.370128675747678,9,0.6298713242523221
39.46666666666667,1,51,"<p>Because of an editing error, an article on Thursday about a Federal plan to create night courts to handle illegal immigration cases referred incorrectly in some editions to the site of the grounding of the Golden Venture, a freighter loaded with Chinese asylum seekers. It was off Queens, not Brooklyn.</p>",624381,Corrections,36,0,362,Identify incidents of human smuggling.,human smuggling,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'relevant': 12, 'not_relevant': 3})",15,2,15,0.6883215087286654,"Counter({'relevant': 0.8237563639099711, 'not_relevant': 0.17624363609002888})",0.6571428571428571,"Counter({'relevant': 0.8, 'not_relevant': 0.2})",0.0,0.0,0.0,12,0.8237563639099711,3,0.17624363609002888
36.86666666666667,1,42,"<p>THE EURO GAINS.  The dollar fell against the euro after the president of the European Central Bank suggested that the bank might buy euros if the currency continued to fall. The euro rose to $1.0617, from $1.0567.</p>",1105214,THE MARKETS: CURRENCIES,61,1,378,"Identify documents that discuss opposition to the use of the euro, the European currency.",euro opposition,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'not_relevant': 8, 'relevant': 7})",15,2,15,0.46889981920700397,"Counter({'not_relevant': 0.5516367640872993, 'relevant': 0.44836323591270083})",0.4666666666666667,"Counter({'not_relevant': 0.5333333333333333, 'relevant': 0.4666666666666667})",0.0,0.0,1.0,7,0.44836323591270083,8,0.5516367640872993
47.733333333333334,1,132,"<p>The pound fell to a 16-year low against the United States dollar despite assurances by the government that its policy with regard to the euro had not changed. Jack Straw, left, Britain's new foreign secretary, said the country's euro policy remained unchanged, producing a brief recovery in the pound from a 15-year low set last week after the re-election of Prime Minister Tony Blair. Mr. Blair has said the government will decide within two years whether a referendum should be held on scrapping the pound. By the end of London trading, the pound had weakened once again and fallen to $1.3755. The moves reflected a trend among investors to link the pound to the euro in dollar-trading.</p> <p>Alan Cowell (NYT)</p>",1301029,World Business Briefing | Europe: Britain: Currency Falls,62,2,378,"Identify documents that discuss opposition to the use of the euro, the European currency.",euro opposition,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'relevant': 10, 'not_relevant': 5})",15,2,15,0.5206353894566491,"Counter({'relevant': 0.6652381938178142, 'not_relevant': 0.3347618061821859})",0.5238095238095238,"Counter({'relevant': 0.6666666666666666, 'not_relevant': 0.3333333333333333})",0.0,0.0,1.0,10,0.6652381938178142,5,0.3347618061821859
84.0,1,480,"<p>A specter is haunting Conservatives the specter of Europe.</p> <p>Once again the Tory Party is showing its divisions over Britain's ties to the European Union, the issue that has vexed Prime Minister John Major for most of his five years in office.</p> <p>This evening Mr. Major narrowly lost a vote in Parliament on the Government's fishing policy, which adheres to fishing quotas set by the European Union. New quotas, to be adopted in Brussels on Thursday, are likely to reduce Britain's share of the catch by allowing 40 Spanish vessels in rich fishing grounds in the Irish Sea.</p> <p>The outcome of the vote, 299 to 297, was humiliating for the Government. Enough Tory dissenters on Europe and representatives of coastal fishing areas joined the opposition to hand it a defeat. During the debate critics accused the Government of not defending the rights of Britain's fishermen vigorously enough.</p> <p>The outcome was largely symbolic since the language of the motion made clear  that it was expressing Parliament's opinion and not mandating a change in policy -- roughly the equivalent of an American Congressional resolution. So the Government will not fall or have to submit itself to a vote of confidence.</p> <p>Nonetheless it showed how tenuous is Mr. Major's hold over his own party, which is trailing the opposition Labor Party by some 30 points in public opinion polls. In Parliament, the Conservative majority has shrunk to five and that could be reduced further by two off-year elections scheduled before the next general election, which must be held by the spring of 1997.</p> <p>Mr. Major's stature among the party's right-wing ""Euro-skeptics,"" who oppose  allowing more power to slip away to Brussels as provided by the Treaty on European Unity, had already been damaged by events on Friday at the European Union summit meeting in Madrid. Leaders of the 15-country group resolved to press ahead with plans for a single currency beginning in January 1999, and to call it the euro.</p> <p>The Prime Minister sought to apply the brakes to the single currency, arguing in Madrid that such a momentous step should not be taken precipitously and that  the economies of many member nations were not yet ready. But his efforts were brushed aside by the other leaders, especially by Chancellor Helmut Kohl of Germany. Britain and Denmark have negotiated the right to opt out of the single  currency, which Euro-skeptics see as a final capitulation that would lead inevitably to political union.</p> <p>The Tory right wing wants Mr. Major to promise that he would rule out British membership in the single currency for the life of the current Parliament, meaning through 1996. He has refused, arguing that to do so would relegate Britain to the sidelines and remove any influence he might have during critical  talks next year about Europe's future.</p>",817222,Tory Skepticism on Europe Brings Major Another Defeat,63,2,378,"Identify documents that discuss opposition to the use of the euro, the European currency.",euro opposition,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'relevant': 9, 'not_relevant': 6})",15,2,15,0.4729907495927427,"Counter({'relevant': 0.5717819964421088, 'not_relevant': 0.4282180035578913})",0.4857142857142857,"Counter({'relevant': 0.6, 'not_relevant': 0.4})",2.0,1.0,1.0,9,0.5717819964421088,6,0.4282180035578913
48.53333333333333,1,37,<p>THE DOLLAR GAINS.  The dollar rose against the euro after NATO officials rejected President Slobodan Milosevic's latest attempt to end the bombing of Yugoslavia. The dollar rose to 1.0605 euros from 1.0614.</p>,1102362,THE MARKETS: CURRENCIES,64,0,378,"Identify documents that discuss opposition to the use of the euro, the European currency.",euro opposition,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'not_relevant': 8, 'relevant': 7})",15,2,15,0.4726260192949994,"Counter({'not_relevant': 0.5637324428737501, 'relevant': 0.43626755712625})",0.4666666666666667,"Counter({'not_relevant': 0.5333333333333333, 'relevant': 0.4666666666666667})",0.0,0.0,0.0,7,0.43626755712625,8,0.5637324428737501
42.4,1,45,"<p>EURO FALLS. The dollar rose to a three-week high against the euro as U.S. stocks surged, bringing the euro below its supported level last month. In New York, the euro settled at 85.44 cents, down from 86.22 on Thursday.</p>",1238601,THE MARKETS: CURRENCIES,65,0,378,"Identify documents that discuss opposition to the use of the euro, the European currency.",euro opposition,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'relevant': 8, 'not_relevant': 7})",15,2,15,0.4661968153803889,"Counter({'relevant': 0.5333956909643658, 'not_relevant': 0.4666043090356341})",0.4666666666666667,"Counter({'relevant': 0.5333333333333333, 'not_relevant': 0.4666666666666667})",0.0,0.0,0.0,8,0.5333956909643658,7,0.4666043090356341
74.73333333333333,1,261,"<p>With the birth of the new multinational European currency, the euro, comes the necessity of referring to it somehow in documents and messages. This week many a busily keyboarding finger will encounter its first euro figure and stop in midair: Which key to hit?</p> <p>Most world currencies are signified by ordinary letters, like the German mark (DM), but dollars and pounds have familiar, easily typed symbols of their own ($ and $:). Desiring the same cachet, the European Union created a euro ''glyph'' and asked the computer and software worlds to accommodate it somehow.</p> <p>Not surprisingly, it's a case of one currency, many approaches. For instance, Microsoft decided that the symbol should take on the look of whichever type font is in use when it is typed, but Apple Computer thinks its look should never vary.</p> <p>On new Windows keyboards sold in Europe, the right-hand ''alt'' key and the ''e'' key struck together will make the euro symbol; in America, at least for now, users will have to depress the alt key and type 0128 on the numeric keypad. And that's only if the computer's type fonts are of recent-enough vintage -- the last few months or so -- to include the symbol.</p> <p>In new Macintosh fonts, the euro symbol replaces a little-used international currency symbol, a circle with four spokes, usually obtained by striking option-shift-2.</p> <p>Typewriter users (remember typewriters?) will have to fake it. One euro-symbol Web site recommends a capital C overstruck with an equal sign.</p> <p>BUSINESS: DIARY</p>",1074370,"New Money, New Sign. But How to Type It?",66,0,378,"Identify documents that discuss opposition to the use of the euro, the European currency.",euro opposition,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'relevant': 8, 'not_relevant': 7})",15,2,15,0.46735515731559024,"Counter({'relevant': 0.540533271790922, 'not_relevant': 0.459466728209078})",0.4666666666666667,"Counter({'relevant': 0.5333333333333333, 'not_relevant': 0.4666666666666667})",0.0,0.0,0.0,8,0.540533271790922,7,0.459466728209078
68.26666666666667,1,100,"<p>LEAD: A bill to regulate the working conditions of people who use video display terminals was vetoed Wednesday by the County Executive.</p> <p>A bill to regulate the working conditions of people who use video display terminals was vetoed Wednesday by the County Executive.</p> <p>The official, Michael A. LoGrande, said he found no evidence to ''convincingly support the position that an actual health or safety problem exists'' for workers who operate the computer devices.</p> <p>He also said the bill was unconstitutional because it would apply only to employers who had 20 or more terminals.</p>",59288,Video Terminal Rules Vetoed by L.I. Official,91,1,350,Is it hazardous to the health of individuals to work with computer terminals on a daily basis?,Health and Computer Terminals,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'relevant': 15, 'not_relevant': 0})",15,1,15,1.0,"Counter({'relevant': 1.0, 'not_relevant': 0.0})",1.0,"Counter({'relevant': 1.0, 'not_relevant': 0.0})",1.0,1.0,1.0,15,1.0,0,0.0
52.2,1,157,"<p>Room for Another Rate Cut  Alan Greenspan, chairman of the Federal Reserve, hinted to Congress that the reduced threat of inflation might make it possible to cut interest rates further. Page D1.</p> <p>S.&amp; L. Fund Deal Passes  The House narrowly adopted compromise legislation to provide another $30 billion to continue the costly and unpopular program of rescuing the savings and loan industry. Page D1.  Video Terminal Safety  A study by Government researchers has found that pregnant women who work all day at video display terminals do not have an increased risk of miscarriage. Page A22. Police Chief Under Fire  Attention is shifting to the future of Police Chief Daryl F. Gates of Los Angeles in an investigation into the beating of a black motorist by white officers. Page A14.  Cutback on Chrysler Board  The nation's No. 3 auto maker is trimming five of its 18 directors, including the president of the United Automobile Workers. Page D1.</p>",429940,INSIDE,92,2,350,Is it hazardous to the health of individuals to work with computer terminals on a daily basis?,Health and Computer Terminals,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'relevant': 10, 'not_relevant': 5})",15,2,15,0.5285994992266397,"Counter({'relevant': 0.6739737287183044, 'not_relevant': 0.32602627128169565})",0.5238095238095238,"Counter({'relevant': 0.6666666666666666, 'not_relevant': 0.3333333333333333})",1.0,1.0,1.0,10,0.6739737287183044,5,0.32602627128169565
72.2,1,193,"<p>To the Editor:</p> <p>Your Feb. 9 news article on computer health hazards facing graduate students was published close to another article reporting on President Clinton's push for computers in every classroom -- without making the connection that cumulative trauma disorders and other computer-related maladies are now a potential risk for schoolchildren.</p> <p>In the past 10 years, the New York Committee for Occupational Safety and Health, a nonprofit organization of which I am executive director,  has conducted hundreds of inspections of classrooms in public schools throughout New York State. We have yet to find a computer work station that conforms to the basic principles of ergonomics, the science that examines the design of work stations as it applies to the work activities and anatomy of computer users.</p> <p>Since computer injuries result from cumulative, repetitive activity and may take years to develop, it is imperative that we act now to prevent tomorrow's maladies from getting started in today's classrooms. After all, using a computer safely is like writing properly: if you learn at an early age, it can last you a lifetime.</p> <p>JOEL SHUFRO  New York, Feb. 12, 1997</p>",908976,Classroom Computers Risk Injury to Children,93,1,350,Is it hazardous to the health of individuals to work with computer terminals on a daily basis?,Health and Computer Terminals,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'relevant': 15, 'not_relevant': 0})",15,1,15,1.0,"Counter({'relevant': 1.0, 'not_relevant': 0.0})",1.0,"Counter({'relevant': 1.0, 'not_relevant': 0.0})",2.0,1.0,1.0,15,1.0,0,0.0
91.06666666666666,1,192,"<p>With the opening of the new terminal at the Brussels international airport this month, the city's airport capacity has doubled, from 10.5 million to 21 million passengers a year.</p> <p>The $636 million facility, built in four years alongside the existing terminal, will handle 65 percent of the airport's departures through 23 gates.</p> <p>In an effort to reduce lines, the old terminal, which was built in 1958, will handle only passengers traveling to France, Spain, Portugal, Germany, Luxembourg and the Netherlands, as well as those traveling within Belgium.</p> <p>The new terminal include a computerized check-in system called CUTE (Common Use Terminal Equipment) that centralizes access to different airlines, allowing airlines to adapt the number of check-in counters to the number of passengers, and an automated baggage system.</p> <p>It has two shopping malls and 15 bars and restaurants, one of which, called Wingtips, offers a view of the runways. Next spring a business center will open in the new terminal, offering secretarial services, meeting rooms, computers and fax machines.</p> <p>A new entry ramp from the nearby motorway is scheduled to open in June.  TRAVEL ADVISORY</p>",733305,New Terminal Expands The Brussels Airport,94,0,350,Is it hazardous to the health of individuals to work with computer terminals on a daily basis?,Health and Computer Terminals,../crowdsourcing_data/Pilot_3P-Doc-High_merged//f1200503_anonymized,"Counter({'not_relevant': 12, 'relevant': 3})",15,2,15,0.6688340479072911,"Counter({'not_relevant': 0.8090843972616738, 'relevant': 0.19091560273832628})",0.6571428571428571,"Counter({'not_relevant': 0.8, 'relevant': 0.2})",0.0,0.0,0.0,3,0.19091560273832628,12,0.8090843972616738
