topic,document_id,rel,doc_len,bin,topic_query,topic_description,paragraph_index,paragraph_text,paragraph_score_tfidf,paragraph_score_lda,paragraph_score_lsi,paragraph_score_word2vec,reviewers_rel,ordered_no_highlight,ordered_highlight,random_no_highlight,random_highlight,reviewers_rel_merged
325,337774,2,559,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p13,"Cloth, $45. Paper, $23.95.",0.0,0.6609876561,0.8383398164,0.0,2.0,0.0,0.1712436624704435,0.0,0.0,1
325,337774,2,559,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p14,"A woman in the Islamic northern Sudan lives what appears to be a beleaguered life. Before she is 10, a midwife circumcises her, snipping off her clitoris and stitching together the outer labia. In her late teens, she beautifies herself for marriage by removing all her body hair and scraping off the outer layer of her skin. Reliably virginal at marriage, she is soon abandoned by her husband for most of the year - he works in the city, she remains in the village with the children. Her marriage, in these circumstances, is fragile. Men divorce easily for other women, or take other wives, particularly if the first is barren. Throughout life a woman is legally under the control of her father, her brothers and her husband, and her behavior is tightly regulated.",0.049438270199999995,0.6826117323,0.9515917305,0.4793639699,2.0,0.39327116006265095,0.4693966573886281,0.0,0.25107693946794307,1
325,337774,2,559,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p15,"But there are spirits who possess at least some of the women and force them into rude, wanton behavior. Such spirits attack fertility and cause illness. To cure herself, a possessed woman must appease the spirit through ceremonies in which the spirit descends into her and states its demands: new sandals, new clothes, a husband's acquiescence in a wife's desires. These women are then members of the Zar cult.",0.1602321829,0.7268796702,0.9764384936,0.5385754135999999,2.0,0.7386237657695183,0.6447065403977037,0.0,0.451762808407841,1
325,337774,2,559,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p16,"In ''Wombs and Alien Spirits: Women, Men and the Zar Cult in Northern Sudan,'' Janice Boddy - a professor of anthropology at the University of Toronto - has written a traditional ethnography, complete with kinship diagrams, Arabic terms, and many, many facts. By the end of the book you feel that you know her community of women well. The primary impact of post-modernism in anthropology - apart from some silliness - has been to sharpen and sensitize the ethnographer's eye. Ms. Boddy's language and authorial self-description betray the strong influence of post-modern theory. That influence leads her not to repudiate the business of writing ethnography, but to be highly aware of the multiple purposes and meanings that these women give to their activities. Such alertness lets her provide a better analytic explanation of spirit possession than most.",0.1222461209,0.711048646,0.9824882451000001,0.5814132163,2.0,0.7133903591588057,0.7010156210013094,0.0,0.43400405347910115,1
325,337774,2,559,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p17,"Many anthropologists would interpret a cult such as the Zar as the means through which subordinate individuals express their needs in public. Ms. Boddy argues that the cult does more, that it is the major form of symbolic play for these adults. The spirits that possess them are prostitutes, doctors, military men, gypsies, cannibalistic sorcerers and women of holiness and purity - a range of northern Sudanese cultural characters. This vividly imagined other world, Ms. Boddy argues, is in itself esthetically and creatively rewarding. And through the variety of these self-representations, the cult enables its women to reflect upon their actual world, so that the spirit possession becomes almost a satiric commentary upon their experience of the feminine. Through imaginatively playing at being other, the author suggests, these women become more adept at imagining themselves.",0.266286676,0.7229083661,0.9991253334,0.6591286464,2.0,0.7967207127586454,0.8125438190727601,0.0,0.6072728548062608,1
325,337774,2,559,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p18,"Wombs and Alien Spirits'' is long and at times repetitive and overwritten. Yet much of it is fluent and vivid, and it left me intrigued.",0.0234838236,0.6951251395999999,0.6853128296,0.40067141920000005,2.0,0.3503547645887576,0.30434770458361177,0.0,0.11445825816971378,1
325,477008,0,641,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p1,"In 1984, Sibylle Schonemann and her husband, both film makers frustrated by restrictions on their work, asked the East German Government for exit visas. The next thing they knew, they had been arrested on charges that were never made clear to them. Ms. Schonemann spent a year as a political prisoner, then was put directly on a bus for the West. Her husband, who received a slightly longer sentence, and their two children were sent after her, with only a few suitcases of belongings.",0.0353351218,0.7253709890000001,0.9630445642000001,0.485452344,0.0,0.22941434325915055,0.4577046385522244,0.0,0.11445825816971378,0
325,477008,0,641,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p2,"""Locked-Up Time,"" Ms. Schonemann's extraordinary documentary about that experience, begins with another bus on the highway, but this time the director is traveling in the opposite direction. In 1990, after the Berlin Wall had come down, she returned to the East. She says she wanted to confront the past, but the film is more remarkable for the way Ms. Schonemann confronts the individuals responsible for her arrest and imprisonment. This deft and chilling film has the style of a personal excursion into history and the urgency of a moment when history is still inchoate. ""Locked-Up Time"" will be shown at the New York Film Festival this afternoon at 4:30.",0.0384613783,0.7512254159999999,0.9975478079000001,0.49001535090000004,0.0,0.2231069231357703,0.4577046385522244,0.0,0.07450081058346728,0
325,477008,0,641,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p3,"Because it was shot in black and white, the documentary carries an aura of the past. This technique creates a strong, ironic tension. As Ms. Schonemann tracks down her prison warden, the man who interrogated her, the lawyer who failed her and the judge who convicted her, the film suggests that their experiences are far too fresh to be reacted to with anything like detachment or remorse. For them, the past is still the present.",0.0365668452,0.7321238097,0.9999774953,0.5197251809000001,0.0,0.10648501016465994,0.400154768872851,0.0,0.1450148749260495,0
325,477008,0,641,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p4,"Ms. Schonemann eases into these interviews, beginning in the yard of a woman who lives near the prison. The director climbs to the top of a tree she saw from her cell window, while the neighbor says she had no idea political prisoners were being held there.",0.024157790800000002,0.7022613859000001,0.984950542,0.4446529118,0.0,0.2231069231357703,0.37921747485620044,0.0,0.0,0
325,477008,0,641,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p5,"The film maker moves on to the woman who was her jailer. Like most of those interviewed, this woman looks perfectly ordinary at first but comes to seem like a cog in an evil bureaucracy. She smiles and says she remembers Ms. Schonemann, as if they were old friends.",0.0150373396,0.7294422423,0.9043818353,0.4719193908,0.0,0.17609697304893887,0.38440189664707625,0.0,0.1088792952909629,0
325,477008,0,641,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p6,"But when Ms. Schonemann asks why a letter from her husband was withheld for six weeks, the warden pulls a book of rules off the shelf to show that she didn't break any.",0.009659035,0.6922423187000001,0.9889360433,0.39476316780000004,0.0,0.11009210330898564,0.3268520269677029,0.0,0.030556616756335735,0
325,477008,0,641,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p7,"When Ms. Schonemann ambushes her interrogator as he is taking in his laundry, the man says: ""I don't really have grounds for reproaching myself. I acted, I believe, lawfully, I believed.""",0.0082048023,0.7022674115,0.9203017056999999,0.4152570372,0.0,0.15980238037487163,0.4577046385522244,0.0,0.1088792952909629,0
325,477008,0,641,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p8,"Ms. Schonemann's method in all her interviews is to be calm and restrained rather than confrontational. She seems to want understanding, if not an outright apology, from the people she questions That, it turns out, is asking too much too soon.",0.0136531025,0.7096997508,0.7242027633,0.4300210486,0.0,0.09379751063491841,0.38435684806794135,0.0,0.10664964397766885,0
325,477008,0,641,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p9,"There are scenes in which Ms. Schonemann returns to her cell, but she uses re-enactments very sparingly. A close-up of her hand as she takes off a ring is a loaded image of how dehumanized she felt in prison.",0.0077239623,0.6938426348000001,0.62006336,0.4414675303,0.0,0.17609697304893887,0.17501707278739595,0.0,0.030556616756335735,0
325,477008,0,641,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p10,"Most often, she lets her questions fill in the details about what happened. Although this technique adds a bit of confusion that is intensified by the translation from German, it is an effective, nonpolemical approach that allows viewers to follow the film maker as she travels into the past. ""Locked-Up Time"" is an eloquent film that shows what an abstraction like ""politics"" did to one woman and her family.",0.023195742999999998,0.7182432726000001,0.954720791,0.5088646609,0.0,0.2231069231357703,0.37921747485620044,0.0,0.03836523094838066,0
325,477008,0,641,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p11,"LOCKED-UP TIME  Directed by Sibylle Schonemann (in German with English subtitles); director of photography, Thomas Plenert; edited by Gudrun Steinbruck; music by Thomas Kahane; produced by Bernd Burkhardt and Alfred Hurmer. At Alice Tully Hall as part of the 29th New York Film Festival. Running time: 90 minutes. This film has no rating.",0.0244719566,0.7333370825,0.9760627327,0.3801764868,0.0,0.22941434325915055,0.37921747485620044,0.0,0.07832267853462717,0
325,668635,0,690,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p1,"Jurors in the trial of 11 Branch Davidians were told this week that some sect members, terrified and trapped in the flames that were destroying their compound, killed their children, killed one another and killed themselves.",0.058517859699999994,0.8196541253,0.995646114,0.4368293798,1.0,0.8243680741962899,0.8326785741104826,0.0,0.4094930343663,1
325,668635,0,690,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p2,"Still others, crammed in a concrete bunker under wet blankets and sleeping bags, suffocated as the fire turned their refuge into a kiln.",0.0220220874,0.717359959,0.9998468209999999,0.3484590305,1.0,0.5272769729929413,0.400154768872851,0.0,0.24317968162731604,1
325,668635,0,690,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p3,"Gruesome details of the final moments in the compound, presented as arson experts and a medical examiner outlined the results of their investigations, clearly left some jurors shaken.",0.0311748554,0.841876437,0.9775728693000001,0.40430395,1.0,0.6472156739962031,0.4577046385522244,0.0,0.16708665440598292,1
325,668635,0,690,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p4,"The testimony came in the fifth week of the trial of 11 members of the Branch Davidian sect on charges of murdering four agents of the Bureau of Alcohol, Tobacco and Firearms on Feb. 28 during a botched weapons raid on the cult's compound near Waco, Tex.  Six cult members were also killed, and a standoff with the authorities began that ended 51 days later when fire broke out as tanks operated by the Federal Bureau of Investigation pumped tear gas into the compound.",0.2871923792,0.8514895041,0.9469382525,0.4880794786,1.0,0.8149832468702334,0.6974201047625965,0.0,0.6072728548062608,1
325,668635,0,690,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p5,"The defendants are also accused of setting the April 19 fire that destroyed their compound. The bodies of the cult's leader, David Koresh, and 80 of his followers were found in the rubble.",0.2529488407,0.8438719854000001,0.9540420612,0.5183135157,1.0,0.6677332614522017,0.5643250078168109,0.0,0.3037053357042122,1
325,668635,0,690,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p6,"On Thursday, the medical examiner who investigated the deaths, Nizam Peerwani of Fort Worth, testified that Mr. Koresh, 33, died from a single gunshot wound to the center of the forehead. His chief lieutenant, Steve Schneider, died near him, from a gunshot wound in the mouth. Seventeen other sect members died of gunshots, including five children. At least one woman was shot in the back and a 2-year-old boy died of a single stab wound to the left side of his chest.",0.031889831699999996,0.7175595245999999,0.9886487093,0.3781229793,1.0,0.600046757668644,0.5852623018334615,0.0,0.2721440817457859,1
325,668635,0,690,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p7,"Dr. Peerwani, who led teams performing autopsies, said 36 corpses, including those of all of the children found, were discovered inside a concrete bunker in the compound.",0.0131288646,0.7381196876,0.9943253948999999,0.4583435242,1.0,0.6472156739962031,0.5596135867847764,0.0,0.16708665440598292,1
325,668635,0,690,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p8,"Most of those in the concrete bunker died of smoke inhalation or suffocation, but several were killed when the bunker's roof collapsed, Dr. Peerwani said.",0.0118378074,0.6877060881,0.9875596094,0.3517475308,1.0,0.5819478651739919,0.4862657963004933,0.0,0.16708665440598292,1
325,668635,0,690,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p9,"Arson investigators used charts and videotapes to support prosecutors' assertions that the Branch Davidians themselves started the fire, but the defense quickly counterattacked.",0.0184690663,0.7681029229999999,0.9676752711,0.4572883623,1.0,0.5188314834126057,0.5558924762748001,0.0,0.44403639736352085,1
325,668635,0,690,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p10,"William Cass, a senior arson specialist with the Los Angeles Fire Department, testified that a four-member group led by an arson expert, Paul Gray of Houston, had determined that the fires started simultaneously in three sections of the compound.",0.0196333303,0.6693260819,0.9581820775,0.4557818326,1.0,0.5819478651739919,0.502063717105403,0.0,0.23600850211069932,1
325,668635,0,690,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p11,"A videotape of the fire, taken by a Government plane, shows heat patterns erupting in the compound's southernmost corner on the second floor, then the chapel area, and finally the dining room. The corner fire started 90 seconds after the video shows an F.B.I. tank smashing into the area.",0.0359399184,0.7361661264,0.8783884391,0.4551779247,1.0,0.6472156739962031,0.42357655340937905,0.0,0.2415874649894502,1
325,668635,0,690,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p12,Investigators say that in 10 minutes the fire grew into a fireball because of the wooden building's poor construction and because the debris from the tanks' battering fed the flames.,0.031637491600000005,0.7410810478000001,0.9243388278,0.4100832389,1.0,0.45336067287411974,0.37921747485620044,0.0,0.12050385581324832,1
325,668635,0,690,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p13,"But defense lawyers contend the fire started some time earlier, in the gymnasium, when the tanks knocked over gas lanterns that cult members had scattered throughout the compound.  Under cross-examination, Mr. Cass acknowledged that the prosecution's videotape showed a heat ""flash spot"" erupting near the gymnasium before the three heat spots the arson investigators had noted.",0.16513662140000002,0.7495526996999999,0.8665156417000001,0.4444850818,1.0,0.5341092074620594,0.24831981469254405,0.0,0.3436627832904587,1
325,668635,0,690,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p14,"Mr. Cass said the panel did not watch this section of the videotape because they searched for clues to the fire's ignition only in those areas where witnesses had reported seeing flames or smoke. Nor, he said, did the experts see F.B.I. logs in which observers note an earlier fire in the gymnasium. Mr. Gray did not show those logs to the other fire investigators, Mr. Cass said.",0.0231575625,0.6835697082,0.9806435781999999,0.4543351865,1.0,0.5664671394082634,0.38435684806794135,0.0,0.1950046663967156,1
325,668635,0,690,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p15,"""This is the first time I've ever seen them,"" he testified. Nonetheless, Mr. Cass told the jury, ""Nothing has changed my opinion that this is arson in three separate places.""",0.0148497381,0.7735407966,0.9999268225,0.40788381479999997,1.0,0.5664671394082634,0.30586968437191747,0.0,0.15106047256958405,1
325,668635,0,690,2,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p16,"Dr. James Quintiere, a fire prevention specialist from the University of Maryland, testified on Thursday that ""although there is some ambiguity in the literature,"" the CS gas used by the F.B.I. during the tank assault is ""almost impossible to ignite in its liquid form.""",0.030402214599999998,0.6948105698,0.983541942,0.4405658571,1.0,0.4512092458132946,0.37921747485620044,0.0,0.14946825593171822,1
325,717639,0,173,1,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p1,To the Editor:,0.0239511527,0.5939422785,0.9973276937000001,0.2734009347,1.0,0.0,0.06045434503218672,0.0,0.0,1
325,717639,0,173,1,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p2,An Oct. 6 news article on the mass sect deaths in Switzerland and Canada says it was not clear whether sects led by Luc Jouret had any connection to the several groups that go under the name of Rosicrucians.,0.050778578399999996,0.5724953019,0.9963803040000001,0.5584012619,1.0,0.6923926242406669,0.6320803607588747,0.0,0.4829495551446967,1
325,717639,0,173,1,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p3,"The Rosicrucian Order, Amorc, has no connection to any of Mr. Jouret's sects. Mr. Jouret has never been a member of the Ancient Mystical Order Rosae Crucis. The Rosicrucian Order, Amorc, is a registered, nonprofit, self-help organization operating in nearly every country in the world. It provides philosophical and educational instruction by mail to more than 200,000 students worldwide. The Rosicrucian Order, Amorc, is not a religion and does not require a fixed set of beliefs.",0.0225512142,0.6206275789,0.9986680054000001,0.5297582712,1.0,0.9159656932225134,0.6883156589583027,0.0,0.7327959059431819,1
325,717639,0,173,1,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p4,"This tragedy goes against everything we stand for. These events have no relationship to our teachings. We share the same concern that others have about cults and the destructive influence that they can have. KRISTIE E. KNUTSON  President, English Grand Lodge Rosicrucian Order, Amorc San Jose, Calif., Oct. 7, 1994",0.010718076699999999,0.5897474842,0.9502112840000001,0.5625363958,1.0,0.6224307483282794,0.4721249633652135,0.0,0.4359646160375871,1
325,757222,1,242,1,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p1,Japan's peace of mind was shattered anew by two incidents that evoked painful memories of last month's nerve gas attack in the Tokyo subway.,0.0162547427,0.7202238318999999,0.9894622379000001,0.396533846,1.0,0.18905431327535543,0.15882726755174514,0.0,0.21401207932942676,1
325,757222,1,242,1,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p2,"On Wednesday, more than 500 people went to hospitals with sore throats, coughs and other symptoms after strange-smelling fumes spread through the main railroad station of the port city of Yokohama and through a train. On Friday, about 25 people were taken to the hospital with similar symptoms after smelling something nasty in a Yokohama department store.",0.016998488200000002,0.5913553316,0.9919195118999999,0.40554165719999996,1.0,0.13517422397023446,0.05832200980199405,0.0,0.24806913341995127,1
325,757222,1,242,1,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p3,"As of Saturday morning, authorities had not identified the noxious fumes or named any suspects in either incident. Investigators found no residues of gas or any containers in Yokohama Station, leading them to believe the fumes on Wednesday had been sprayed from an atomizer.",0.0132390519,0.5792125971000001,0.9997732214,0.44803675649999997,1.0,0.13517422397023446,0.1737046891687162,0.0,0.16629433868779717,1
325,757222,1,242,1,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p4,"Meanwhile, police arrested, on trespassing charges, the No. 2 man in Aum Shinrikyo, the fanatical religious cult suspected of dispersing the nerve gas sarin in the Tokyo subway.",0.2071105752,0.6712163137,0.8980561201999999,0.6015993064,1.0,0.8847673518644524,0.7979866102165294,0.0,0.4746043791570709,1
325,757222,1,242,1,Cult Lifestyles,Describe a cult by name and identify the cult members' activities in their everyday life.,p5,"Despite searching the cult's facilities nearly every day for a month and arresting more than 100 sect members on a variety of charges, police have yet to charge the group with involvement in the subway attack.",0.2777667653,0.6952385999999999,0.9973866919,0.5154526992,1.0,0.7415626185225147,0.5162060758536765,0.0,0.3427044844789619,1
