query_id,document_id,crowd_rel_binary
331,508547,0
331,508547,1
331,508547,1
331,508547,0
331,508547,1
383,508720,0
383,508720,1
383,508720,0
383,508720,1
383,508720,1
383,508720,0
383,508720,1
691,509075,0
691,509075,1
691,509075,1
691,509075,1
691,509075,1
691,509075,0
691,509075,1
675,509263,1
675,509263,1
675,509263,1
675,509263,0
675,509263,1
675,509263,1
675,509263,0
655,509285,1
655,509285,1
655,509285,1
655,509285,1
655,509285,0
655,509285,0
655,509285,1
444,509360,0
444,509360,0
444,509360,1
444,509360,0
444,509360,1
444,509360,0
444,509360,0
675,509686,0
675,509686,0
675,509686,1
675,509686,0
675,509686,1
675,509686,1
675,509686,0
696,509705,1
696,509705,1
696,509705,0
696,509705,0
696,509705,1
696,509705,1
696,509705,1
649,509736,0
649,509736,1
649,509736,1
649,509736,1
649,509736,1
649,509736,1
649,509736,1
434,509751,0
434,509751,1
434,509751,0
434,509751,1
434,509751,1
434,509751,1
434,509751,1
332,509771,0
332,509771,1
332,509771,0
332,509771,1
332,509771,1
332,509771,1
332,509771,1
435,509871,1
435,509871,1
435,509871,1
435,509871,1
435,509871,1
435,509871,1
435,509871,1
366,509937,0
366,509937,0
366,509937,1
366,509937,1
366,509937,1
366,509937,1
366,509937,0
614,510007,0
614,510007,1
614,510007,0
614,510007,1
614,510007,1
614,510007,0
614,510007,1
346,510463,0
346,510463,0
346,510463,0
346,510463,1
346,510463,1
346,510463,0
346,510463,1
409,510468,0
409,510468,1
409,510468,1
409,510468,0
409,510468,0
409,510468,0
409,510468,0
690,510678,0
690,510678,1
690,510678,0
690,510678,1
690,510678,1
690,510678,0
690,510678,0
352,511143,1
352,511143,1
352,511143,1
352,511143,0
352,511143,1
352,511143,0
352,511143,0
687,511143,0
687,511143,0
687,511143,1
687,511143,0
687,511143,1
687,511143,0
687,511143,0
649,511207,1
649,511207,1
649,511207,1
649,511207,1
649,511207,0
649,511207,0
649,511207,1
409,511369,0
409,511369,0
409,511369,1
409,511369,0
409,511369,1
409,511369,0
409,511369,1
444,511440,0
444,511440,1
444,511440,1
444,511440,0
444,511440,0
444,511440,1
444,511440,1
419,511454,0
419,511454,1
419,511454,0
419,511454,1
419,511454,1
419,511454,0
419,511454,1
675,511652,0
675,511652,0
675,511652,1
675,511652,0
675,511652,1
675,511652,1
675,511652,0
649,511823,0
649,511823,1
649,511823,1
649,511823,1
649,511823,1
649,511823,0
649,511823,1
420,511836,0
420,511836,1
420,511836,0
420,511836,1
420,511836,1
420,511836,0
420,511836,0
409,512214,1
409,512214,1
409,512214,1
409,512214,1
409,512214,1
409,512214,1
409,512214,1
427,512224,0
427,512224,1
427,512224,1
427,512224,1
427,512224,0
427,512224,0
427,512224,0
442,512292,0
442,512292,1
442,512292,1
442,512292,0
442,512292,0
442,512292,0
442,512292,0
392,513382,1
392,513382,0
392,513382,0
392,513382,0
392,513382,0
392,513382,0
392,513382,1
360,513756,0
360,513756,1
360,513756,1
360,513756,0
360,513756,1
360,513756,1
360,513756,0
446,513908,1
446,513908,1
446,513908,1
446,513908,1
446,513908,1
446,513908,0
446,513908,0
391,514471,0
391,514471,1
391,514471,0
391,514471,1
391,514471,1
391,514471,0
391,514471,1
415,515521,1
415,515521,1
415,515521,1
415,515521,0
415,515521,1
415,515521,1
415,515521,0
370,515524,0
370,515524,1
370,515524,1
370,515524,1
370,515524,1
370,515524,0
370,515524,1
438,515978,0
438,515978,1
438,515978,1
438,515978,1
438,515978,1
438,515978,1
438,515978,0
395,515978,0
395,515978,1
395,515978,1
395,515978,1
395,515978,0
395,515978,1
395,515978,1
427,516463,0
427,516463,1
427,516463,1
427,516463,0
427,516463,1
427,516463,1
427,516463,0
634,516552,0
634,516552,1
634,516552,1
634,516552,0
634,516552,0
634,516552,1
634,516552,0
329,516630,0
329,516630,1
329,516630,0
329,516630,1
329,516630,1
329,516630,1
329,516630,1
675,516739,1
675,516739,1
675,516739,1
675,516739,0
675,516739,0
675,516739,1
675,516739,0
409,516780,1
409,516780,1
409,516780,1
409,516780,1
409,516780,1
409,516780,1
409,516780,1
418,516861,0
418,516861,1
418,516861,1
418,516861,1
418,516861,1
418,516861,1
418,516861,0
318,517372,0
318,517372,1
318,517372,0
318,517372,1
318,517372,1
318,517372,1
318,517372,1
675,517818,1
675,517818,0
675,517818,1
675,517818,1
675,517818,1
675,517818,1
675,517818,1
424,518013,1
424,518013,0
424,518013,1
424,518013,1
424,518013,1
424,518013,1
424,518013,1
611,518103,0
611,518103,1
611,518103,0
611,518103,1
611,518103,1
611,518103,0
611,518103,1
398,518213,1
398,518213,1
398,518213,1
398,518213,1
398,518213,1
398,518213,1
398,518213,0
343,518498,1
343,518498,1
343,518498,1
343,518498,1
343,518498,0
343,518498,0
343,518498,1
351,518844,0
351,518844,0
351,518844,1
351,518844,0
351,518844,1
351,518844,0
351,518844,0
324,518844,1
324,518844,1
324,518844,1
324,518844,1
324,518844,1
324,518844,1
324,518844,1
383,518883,0
383,518883,1
383,518883,0
383,518883,1
383,518883,0
383,518883,1
383,518883,1
622,519007,0
622,519007,0
622,519007,1
622,519007,0
622,519007,1
622,519007,0
622,519007,0
637,520203,1
637,520203,0
637,520203,1
637,520203,1
637,520203,1
637,520203,1
637,520203,0
337,520353,1
337,520353,0
337,520353,1
337,520353,0
337,520353,1
337,520353,0
337,520353,1
417,520761,0
417,520761,1
417,520761,1
417,520761,1
417,520761,1
417,520761,0
417,520761,1
417,520762,0
417,520762,1
417,520762,1
417,520762,0
417,520762,1
417,520762,0
417,520762,0
637,520873,1
637,520873,1
637,520873,0
637,520873,0
637,520873,0
637,520873,0
637,520873,0
315,520922,0
315,520922,1
315,520922,1
315,520922,0
315,520922,0
315,520922,1
315,520922,0
315,520923,0
315,520923,1
315,520923,0
315,520923,1
315,520923,1
315,520923,1
315,520923,1
315,521482,0
315,521482,1
315,521482,1
315,521482,0
315,521482,0
315,521482,0
315,521482,1
426,521624,1
426,521624,0
426,521624,1
426,521624,0
426,521624,0
426,521624,1
426,521624,1
688,521625,0
688,521625,0
688,521625,1
688,521625,0
688,521625,1
688,521625,0
688,521625,0
650,521626,1
650,521626,1
650,521626,1
650,521626,1
650,521626,1
650,521626,1
650,521626,1
650,521753,0
650,521753,1
650,521753,0
650,521753,1
650,521753,1
650,521753,1
650,521753,1
438,522475,0
438,522475,1
438,522475,1
438,522475,1
438,522475,0
438,522475,1
438,522475,1
619,522592,1
619,522592,0
619,522592,1
619,522592,1
619,522592,1
619,522592,1
619,522592,1
446,522697,0
446,522697,1
446,522697,1
446,522697,1
446,522697,1
446,522697,0
446,522697,1
437,522853,0
437,522853,0
437,522853,1
437,522853,0
437,522853,1
437,522853,0
437,522853,0
622,523174,1
622,523174,1
622,523174,0
622,523174,0
622,523174,1
622,523174,1
622,523174,1
345,523256,1
345,523256,1
345,523256,1
345,523256,1
345,523256,1
345,523256,0
345,523256,0
619,523381,0
619,523381,1
619,523381,1
619,523381,0
619,523381,1
619,523381,0
619,523381,0
619,523382,0
619,523382,1
619,523382,1
619,523382,0
619,523382,0
619,523382,0
619,523382,1
382,523920,1
382,523920,1
382,523920,1
382,523920,1
382,523920,1
382,523920,1
382,523920,1
627,523981,1
627,523981,1
627,523981,1
627,523981,1
627,523981,1
627,523981,0
627,523981,0
374,524281,1
374,524281,1
374,524281,1
374,524281,1
374,524281,1
374,524281,1
374,524281,1
413,524678,0
413,524678,1
413,524678,0
413,524678,1
413,524678,1
413,524678,1
413,524678,1
401,524820,0
401,524820,1
401,524820,1
401,524820,0
401,524820,0
401,524820,0
401,524820,1
419,525067,1
419,525067,0
419,525067,0
419,525067,0
419,525067,0
419,525067,0
419,525067,1
672,525135,1
672,525135,1
672,525135,1
672,525135,1
672,525135,0
672,525135,1
672,525135,1
692,525690,0
692,525690,0
692,525690,1
692,525690,0
692,525690,1
692,525690,0
692,525690,0
646,527171,1
646,527171,1
646,527171,1
646,527171,1
646,527171,0
646,527171,1
646,527171,1
355,527564,0
355,527564,1
355,527564,1
355,527564,1
355,527564,1
355,527564,1
355,527564,1
334,527584,0
334,527584,1
334,527584,1
334,527584,1
334,527584,1
334,527584,0
334,527584,1
638,527924,1
638,527924,1
638,527924,1
638,527924,1
638,527924,1
638,527924,0
638,527924,0
675,528211,1
675,528211,0
675,528211,1
675,528211,1
675,528211,1
675,528211,1
675,528211,0
391,528471,1
391,528471,1
391,528471,1
391,528471,1
391,528471,0
391,528471,0
391,528471,1
410,528650,0
410,528650,1
410,528650,1
410,528650,0
410,528650,1
410,528650,1
410,528650,1
439,528852,1
439,528852,1
439,528852,1
439,528852,1
439,528852,1
439,528852,0
439,528852,0
419,529016,0
419,529016,1
419,529016,0
419,529016,1
419,529016,1
419,529016,1
419,529016,0
419,529102,0
419,529102,1
419,529102,0
419,529102,1
419,529102,1
419,529102,0
419,529102,0
311,529121,0
311,529121,1
311,529121,0
311,529121,1
311,529121,0
311,529121,0
311,529121,0
391,529728,1
391,529728,1
391,529728,1
391,529728,1
391,529728,1
391,529728,0
391,529728,1
320,529831,1
320,529831,0
320,529831,1
320,529831,0
320,529831,1
320,529831,1
320,529831,1
670,530106,0
670,530106,1
670,530106,1
670,530106,0
670,530106,1
670,530106,1
670,530106,0
356,530138,1
356,530138,1
356,530138,1
356,530138,1
356,530138,0
356,530138,1
356,530138,1
372,530219,0
372,530219,1
372,530219,1
372,530219,0
372,530219,1
372,530219,1
372,530219,1
671,530376,0
671,530376,0
671,530376,0
671,530376,1
671,530376,0
671,530376,0
671,530376,1
428,530476,0
428,530476,1
428,530476,0
428,530476,1
428,530476,1
428,530476,1
428,530476,1
665,530476,1
665,530476,1
665,530476,0
665,530476,0
665,530476,0
665,530476,1
665,530476,1
435,530476,1
435,530476,0
435,530476,1
435,530476,1
435,530476,1
435,530476,1
435,530476,1
407,530534,1
407,530534,1
407,530534,1
407,530534,1
407,530534,1
407,530534,0
407,530534,0
317,834832,1
317,834832,0
317,834832,0
317,834832,0
317,834832,1
317,834832,1
317,834832,1
379,835509,0
379,835509,1
379,835509,0
379,835509,1
379,835509,0
379,835509,1
379,835509,1
685,835565,0
685,835565,0
685,835565,0
685,835565,0
685,835565,0
685,835565,0
685,835565,0
602,835854,0
602,835854,0
602,835854,0
602,835854,0
602,835854,1
602,835854,0
602,835854,1
617,836083,1
617,836083,0
617,836083,1
617,836083,1
617,836083,1
617,836083,1
617,836083,1
449,836239,1
449,836239,1
449,836239,0
449,836239,0
449,836239,0
449,836239,1
449,836239,0
645,836519,0
645,836519,1
645,836519,0
645,836519,1
645,836519,1
645,836519,1
645,836519,1
424,836780,0
424,836780,0
424,836780,0
424,836780,0
424,836780,0
424,836780,0
424,836780,0
406,836938,1
406,836938,0
406,836938,0
406,836938,0
406,836938,0
406,836938,1
406,836938,0
442,837302,0
442,837302,0
442,837302,0
442,837302,0
442,837302,1
442,837302,0
442,837302,0
603,837412,1
603,837412,0
603,837412,1
603,837412,1
603,837412,1
603,837412,1
603,837412,1
602,837427,0
602,837427,0
602,837427,0
602,837427,0
602,837427,0
602,837427,0
602,837427,0
344,837441,1
344,837441,0
344,837441,1
344,837441,1
344,837441,1
344,837441,1
344,837441,0
611,837539,1
611,837539,0
611,837539,0
611,837539,0
611,837539,1
611,837539,1
611,837539,1
688,837684,1
688,837684,0
688,837684,0
688,837684,0
688,837684,0
688,837684,1
688,837684,0
338,837823,0
338,837823,1
338,837823,1
338,837823,1
338,837823,0
338,837823,0
338,837823,1
679,838070,0
679,838070,1
679,838070,1
679,838070,0
679,838070,0
679,838070,0
679,838070,1
335,838201,0
335,838201,1
335,838201,1
335,838201,1
335,838201,1
335,838201,0
335,838201,1
679,838201,1
679,838201,1
679,838201,1
679,838201,1
679,838201,0
679,838201,1
679,838201,1
335,838202,1
335,838202,1
335,838202,1
335,838202,0
335,838202,1
335,838202,1
335,838202,0
679,838202,1
679,838202,0
679,838202,1
679,838202,1
679,838202,1
679,838202,1
679,838202,1
679,838203,1
679,838203,1
679,838203,0
679,838203,0
679,838203,0
679,838203,0
679,838203,1
619,838245,1
619,838245,0
619,838245,1
619,838245,1
619,838245,1
619,838245,1
619,838245,0
316,838283,1
316,838283,1
316,838283,0
316,838283,1
316,838283,0
316,838283,0
316,838283,1
622,838372,0
622,838372,0
622,838372,0
622,838372,1
622,838372,0
622,838372,1
622,838372,1
320,838450,0
320,838450,1
320,838450,1
320,838450,1
320,838450,0
320,838450,1
320,838450,1
352,838667,1
352,838667,0
352,838667,0
352,838667,1
352,838667,0
352,838667,1
352,838667,0
344,838728,0
344,838728,0
344,838728,1
344,838728,1
344,838728,0
344,838728,1
344,838728,0
341,838813,1
341,838813,1
341,838813,0
341,838813,1
341,838813,1
341,838813,1
341,838813,1
406,839160,0
406,839160,0
406,839160,1
406,839160,0
406,839160,1
406,839160,0
406,839160,1
340,839204,0
340,839204,0
340,839204,0
340,839204,1
340,839204,0
340,839204,1
340,839204,0
443,839334,0
443,839334,0
443,839334,0
443,839334,0
443,839334,0
443,839334,1
443,839334,0
407,839436,0
407,839436,0
407,839436,0
407,839436,1
407,839436,0
407,839436,0
407,839436,1
438,839474,0
438,839474,0
438,839474,0
438,839474,1
438,839474,0
438,839474,1
438,839474,1
425,839542,1
425,839542,1
425,839542,0
425,839542,1
425,839542,1
425,839542,1
425,839542,1
700,840095,1
700,840095,1
700,840095,1
700,840095,1
700,840095,1
700,840095,1
700,840095,1
611,840129,1
611,840129,0
611,840129,1
611,840129,1
611,840129,1
611,840129,1
611,840129,1
318,840261,0
318,840261,0
318,840261,1
318,840261,0
318,840261,1
318,840261,0
318,840261,0
314,840423,0
314,840423,0
314,840423,0
314,840423,1
314,840423,0
314,840423,1
314,840423,0
335,840452,1
335,840452,1
335,840452,1
335,840452,1
335,840452,0
335,840452,1
335,840452,0
679,840452,0
679,840452,1
679,840452,1
679,840452,1
679,840452,1
679,840452,1
679,840452,0
342,840613,0
342,840613,1
342,840613,0
342,840613,1
342,840613,1
342,840613,1
342,840613,0
340,840876,1
340,840876,0
340,840876,0
340,840876,1
340,840876,1
340,840876,1
340,840876,0
304,840916,0
304,840916,0
304,840916,0
304,840916,1
304,840916,1
304,840916,1
304,840916,0
395,841041,0
395,841041,0
395,841041,0
395,841041,0
395,841041,0
395,841041,0
395,841041,1
310,841289,1
310,841289,0
310,841289,0
310,841289,0
310,841289,1
310,841289,0
310,841289,1
630,841340,1
630,841340,0
630,841340,0
630,841340,0
630,841340,0
630,841340,1
630,841340,1
340,841432,1
340,841432,1
340,841432,1
340,841432,0
340,841432,1
340,841432,1
340,841432,0
393,841528,1
393,841528,1
393,841528,1
393,841528,0
393,841528,1
393,841528,0
393,841528,1
635,841528,1
635,841528,0
635,841528,1
635,841528,1
635,841528,1
635,841528,1
635,841528,1
610,841578,0
610,841578,1
610,841578,1
610,841578,0
610,841578,0
610,841578,0
610,841578,0
345,841762,0
345,841762,0
345,841762,0
345,841762,1
345,841762,0
345,841762,0
345,841762,1
646,842575,1
646,842575,0
646,842575,1
646,842575,1
646,842575,1
646,842575,0
646,842575,1
630,842662,1
630,842662,0
630,842662,1
630,842662,1
630,842662,1
630,842662,1
630,842662,1
357,842783,1
357,842783,1
357,842783,0
357,842783,0
357,842783,0
357,842783,1
357,842783,0
689,842973,0
689,842973,0
689,842973,0
689,842973,0
689,842973,0
689,842973,0
689,842973,1
610,843230,1
610,843230,0
610,843230,1
610,843230,1
610,843230,1
610,843230,1
610,843230,1
370,843271,1
370,843271,1
370,843271,1
370,843271,1
370,843271,0
370,843271,1
370,843271,0
622,843356,0
622,843356,0
622,843356,0
622,843356,0
622,843356,1
622,843356,1
622,843356,1
412,843531,0
412,843531,0
412,843531,1
412,843531,0
412,843531,1
412,843531,0
412,843531,1
304,843715,1
304,843715,1
304,843715,1
304,843715,1
304,843715,0
304,843715,1
304,843715,1
399,843759,1
399,843759,0
399,843759,1
399,843759,1
399,843759,1
399,843759,1
399,843759,1
687,844032,0
687,844032,0
687,844032,0
687,844032,1
687,844032,0
687,844032,1
687,844032,0
345,844270,1
345,844270,1
345,844270,1
345,844270,0
345,844270,1
345,844270,0
345,844270,0
373,844516,1
373,844516,1
373,844516,0
373,844516,1
373,844516,0
373,844516,1
373,844516,1
393,844588,0
393,844588,0
393,844588,0
393,844588,1
393,844588,0
393,844588,0
393,844588,1
652,844672,0
652,844672,0
652,844672,0
652,844672,1
652,844672,0
652,844672,0
652,844672,1
403,844673,1
403,844673,0
403,844673,1
403,844673,0
403,844673,1
403,844673,1
403,844673,1
622,844952,1
622,844952,1
622,844952,0
622,844952,1
622,844952,0
622,844952,1
622,844952,1
690,845002,0
690,845002,1
690,845002,0
690,845002,1
690,845002,0
690,845002,0
690,845002,1
630,845118,0
630,845118,0
630,845118,1
630,845118,1
630,845118,0
630,845118,0
630,845118,0
700,845366,0
700,845366,0
700,845366,0
700,845366,1
700,845366,1
700,845366,1
700,845366,1
420,845447,0
420,845447,0
420,845447,0
420,845447,1
420,845447,0
420,845447,1
420,845447,0
367,845740,1
367,845740,1
367,845740,1
367,845740,0
367,845740,0
367,845740,1
367,845740,1
692,846120,1
692,846120,0
692,846120,0
692,846120,0
692,846120,0
692,846120,1
692,846120,1
345,846422,0
345,846422,1
345,846422,1
345,846422,0
345,846422,0
345,846422,0
345,846422,0
307,846515,0
307,846515,0
307,846515,0
307,846515,1
307,846515,0
307,846515,1
307,846515,0
601,847197,1
601,847197,0
601,847197,1
601,847197,1
601,847197,1
601,847197,1
601,847197,1
312,847237,1
312,847237,0
312,847237,1
312,847237,1
312,847237,1
312,847237,1
312,847237,1
700,847618,0
700,847618,1
700,847618,1
700,847618,1
700,847618,1
700,847618,1
700,847618,1
383,847629,0
383,847629,1
383,847629,1
383,847629,0
383,847629,1
383,847629,1
383,847629,0
601,847664,0
601,847664,0
601,847664,0
601,847664,1
601,847664,0
601,847664,1
601,847664,0
418,847674,1
418,847674,0
418,847674,1
418,847674,1
418,847674,1
418,847674,1
418,847674,0
418,847787,1
418,847787,0
418,847787,0
418,847787,0
418,847787,1
418,847787,0
418,847787,1
304,847868,0
304,847868,0
304,847868,0
304,847868,0
304,847868,0
304,847868,0
304,847868,0
426,848090,0
426,848090,0
426,848090,0
426,848090,1
426,848090,0
426,848090,0
426,848090,0
661,848137,1
661,848137,1
661,848137,1
661,848137,0
661,848137,1
661,848137,1
661,848137,1
363,848217,0
363,848217,0
363,848217,0
363,848217,1
363,848217,0
363,848217,0
363,848217,1
358,848220,0
358,848220,0
358,848220,0
358,848220,0
358,848220,0
358,848220,0
358,848220,1
695,848350,0
695,848350,1
695,848350,1
695,848350,1
695,848350,1
695,848350,1
695,848350,1
348,848357,0
348,848357,0
348,848357,0
348,848357,0
348,848357,0
348,848357,0
348,848357,0
396,848573,1
396,848573,1
396,848573,1
396,848573,0
396,848573,1
396,848573,0
396,848573,1
426,848932,0
426,848932,0
426,848932,0
426,848932,1
426,848932,0
426,848932,1
426,848932,1
667,848942,1
667,848942,0
667,848942,0
667,848942,0
667,848942,1
667,848942,1
667,848942,1
700,849066,1
700,849066,0
700,849066,0
700,849066,1
700,849066,0
700,849066,0
700,849066,1
670,849079,1
670,849079,0
670,849079,0
670,849079,0
670,849079,0
670,849079,1
670,849079,1
340,849121,1
340,849121,1
340,849121,1
340,849121,1
340,849121,0
340,849121,1
340,849121,1
322,849145,1
322,849145,0
322,849145,1
322,849145,1
322,849145,1
322,849145,1
322,849145,0
342,849335,1
342,849335,1
342,849335,1
342,849335,0
342,849335,0
342,849335,1
342,849335,0
700,849416,0
700,849416,0
700,849416,0
700,849416,1
700,849416,0
700,849416,0
700,849416,1
698,849439,1
698,849439,1
698,849439,0
698,849439,0
698,849439,0
698,849439,1
698,849439,0
648,849467,1
648,849467,0
648,849467,1
648,849467,0
648,849467,1
648,849467,0
648,849467,0
610,849467,1
610,849467,0
610,849467,1
610,849467,1
610,849467,1
610,849467,1
610,849467,1
695,849468,0
695,849468,1
695,849468,1
695,849468,1
695,849468,0
695,849468,0
695,849468,1
397,849498,0
397,849498,0
397,849498,0
397,849498,0
397,849498,0
397,849498,1
397,849498,1
698,850140,0
698,850140,0
698,850140,0
698,850140,0
698,850140,0
698,850140,1
698,850140,0
311,850534,1
311,850534,0
311,850534,1
311,850534,0
311,850534,1
311,850534,0
311,850534,0
376,850638,0
376,850638,0
376,850638,0
376,850638,0
376,850638,0
376,850638,0
376,850638,0
335,850644,1
335,850644,1
335,850644,0
335,850644,1
335,850644,0
335,850644,0
335,850644,1
662,850671,1
662,850671,0
662,850671,1
662,850671,0
662,850671,1
662,850671,1
662,850671,1
449,850910,0
449,850910,1
449,850910,0
449,850910,1
449,850910,0
449,850910,0
449,850910,1
302,851095,0
302,851095,0
302,851095,0
302,851095,0
302,851095,1
302,851095,1
302,851095,0
393,851315,1
393,851315,0
393,851315,0
393,851315,0
393,851315,1
393,851315,0
393,851315,1
367,851322,0
367,851322,1
367,851322,0
367,851322,0
367,851322,0
367,851322,0
367,851322,0
342,851343,0
342,851343,1
342,851343,1
342,851343,1
342,851343,1
342,851343,1
342,851343,0
640,851398,0
640,851398,1
640,851398,1
640,851398,1
640,851398,1
640,851398,1
640,851398,1
679,851697,0
679,851697,1
679,851697,1
679,851697,0
679,851697,1
679,851697,0
679,851697,0
311,852002,1
311,852002,0
311,852002,1
311,852002,1
311,852002,1
311,852002,1
311,852002,1
333,852048,1
333,852048,0
333,852048,1
333,852048,1
333,852048,1
333,852048,1
333,852048,1
655,852063,1
655,852063,0
655,852063,0
655,852063,0
655,852063,0
655,852063,1
655,852063,1
655,852064,1
655,852064,0
655,852064,1
655,852064,0
655,852064,1
655,852064,1
655,852064,1
371,852213,0
371,852213,1
371,852213,1
371,852213,1
371,852213,1
371,852213,0
371,852213,1
326,852332,1
326,852332,1
326,852332,0
326,852332,1
326,852332,0
326,852332,1
326,852332,1
448,852332,1
448,852332,1
448,852332,0
448,852332,0
448,852332,0
448,852332,0
448,852332,0
326,852393,0
326,852393,0
326,852393,0
326,852393,0
326,852393,1
326,852393,1
326,852393,1
441,852679,1
441,852679,0
441,852679,0
441,852679,0
441,852679,0
441,852679,1
441,852679,1
687,852860,1
687,852860,1
687,852860,0
687,852860,0
687,852860,0
687,852860,1
687,852860,0
444,852864,0
444,852864,1
444,852864,1
444,852864,0
444,852864,0
444,852864,0
444,852864,0
655,852896,1
655,852896,1
655,852896,0
655,852896,0
655,852896,1
655,852896,1
655,852896,0
655,852897,0
655,852897,0
655,852897,1
655,852897,0
655,852897,0
655,852897,0
655,852897,1
657,852948,1
657,852948,0
657,852948,1
657,852948,1
657,852948,1
657,852948,1
657,852948,1
690,852976,0
690,852976,0
690,852976,1
690,852976,0
690,852976,0
690,852976,0
690,852976,1
371,852989,0
371,852989,1
371,852989,1
371,852989,1
371,852989,1
371,852989,0
371,852989,1
688,853389,0
688,853389,1
688,853389,0
688,853389,1
688,853389,0
688,853389,0
688,853389,1
326,853492,1
326,853492,0
326,853492,0
326,853492,0
326,853492,0
326,853492,1
326,853492,1
625,853874,0
625,853874,1
625,853874,1
625,853874,1
625,853874,1
625,853874,0
